регистрационный_номер;год;период;решений_об_осуществлении_и_отказе;отказов_по_статье_27;решений_об_устранении_ошибок;решений_о_приостановлении
21857;2025;3;0;0;0;0
21857;2025;6;0;0;0;0
21857;2025;9;0;0;0;0
21857;2025;12;0;0;0;0
21857;2026;3;0;0;0;0
27822;2014;9;0;0;0;0
27822;2014;12;0;0;0;0
27822;2015;3;12;0;0;0
27822;2015;6;30;0;0;0
27822;2015;9;53;0;0;0
27822;2015;12;72;0;0;0
27822;2016;3;32;0;0;0
27822;2016;6;89;1;0;0
27822;2016;9;120;1;0;0
27822;2016;12;191;1;0;0
27822;2017;3;18;0;0;0
27822;2017;6;61;0;0;0
27822;2017;9;77;0;0;0
27822;2017;12;95;0;0;0
27822;2018;3;28;0;0;0
27822;2018;6;48;0;0;0
27822;2018;9;75;0;0;0
27822;2018;12;103;0;0;0
27822;2019;3;38;0;0;8
27822;2019;6;85;0;0;19
27822;2019;9;116;0;0;27
27822;2019;12;139;0;0;37
27822;2020;3;42;0;0;11
27822;2020;6;63;0;0;12
27822;2020;9;63;0;0;12
27822;2020;12;63;0;0;12
27822;2021;3;0;0;0;0
27822;2021;6;11;0;0;0
27822;2021;9;30;0;0;1
27822;2021;12;59;0;0;2
27822;2022;3;0;0;0;0
27822;2022;6;0;0;0;0
27822;2022;9;0;0;0;0
27822;2022;12;22;0;0;0
27822;2023;3;15;0;0;0
27822;2023;6;34;0;0;0
27822;2023;9;61;0;0;2
27822;2023;12;90;0;0;2
27822;2024;3;17;0;0;0
27822;2024;6;17;0;0;0
27822;2024;9;17;0;0;0
27822;2024;12;17;0;0;0
27822;2025;3;0;0;0;0
27822;2025;6;0;0;0;0
27822;2025;9;0;0;0;0
27822;2025;12;0;0;0;0
27822;2026;3;0;0;0;0
26319;2014;9;0;0;0;0
26319;2014;12;0;0;0;0
26319;2015;3;0;0;0;0
26319;2015;6;0;0;0;0
26319;2015;9;0;0;0;0
26319;2015;12;0;0;0;0
26319;2016;3;0;0;0;0
26319;2016;6;0;0;0;0
26319;2016;9;1;0;0;0
26319;2016;12;1;0;0;0
26319;2017;3;0;0;0;0
26319;2017;6;0;0;0;0
26319;2017;9;0;0;0;0
26319;2017;12;0;0;0;0
26319;2018;3;0;0;0;0
26319;2018;6;0;0;0;0
26319;2018;9;0;0;0;0
26319;2018;12;0;0;0;0
26319;2019;3;0;0;0;0
26319;2019;6;0;0;0;0
26319;2019;9;0;0;0;0
26319;2019;12;0;0;0;0
26319;2020;3;0;0;0;0
26319;2020;6;0;0;0;0
26319;2020;9;0;0;0;0
26319;2020;12;0;0;0;0
26319;2021;3;0;0;0;0
26319;2021;6;0;0;0;0
26319;2021;9;0;0;0;0
26319;2021;12;0;0;0;0
26319;2022;3;0;0;0;0
26319;2022;6;0;0;0;0
26319;2022;12;0;0;0;0
26319;2023;3;0;0;0;0
26319;2023;6;0;0;0;0
26319;2023;9;0;0;0;0
26319;2023;12;0;0;0;0
26319;2024;3;0;0;0;0
26319;2024;6;0;0;0;0
26319;2024;9;0;0;0;0
26319;2024;12;0;0;0;0
26319;2025;3;0;0;0;0
26319;2025;6;0;0;0;0
26319;2025;9;0;0;0;0
26319;2025;12;0;0;0;0
26319;2026;3;0;0;0;0
3804;2014;9;273;26;0;0
3804;2014;12;389;36;0;0
3804;2015;3;47;7;0;0
3804;2015;6;169;18;0;0
3804;2015;9;366;23;0;0
3804;2015;12;501;28;0;0
3804;2016;3;159;4;0;0
3804;2016;6;243;6;0;0
3804;2016;9;341;11;0;0
3804;2016;12;483;21;0;0
3804;2017;3;50;1;0;0
3804;2017;6;160;1;0;0
3804;2017;9;240;3;0;0
3804;2017;12;317;5;0;0
3804;2018;3;56;0;0;0
3804;2018;6;144;0;0;0
3804;2018;9;341;0;0;0
3804;2018;12;426;1;0;0
3804;2019;3;50;0;0;2
3804;2019;6;73;2;0;5
3804;2019;9;151;2;0;6
3804;2019;12;262;2;0;12
3804;2020;3;80;0;0;2
3804;2020;6;126;0;0;2
3804;2020;9;167;0;0;2
3804;2020;12;280;0;0;2
3804;2021;3;51;0;0;1
3804;2021;6;138;0;0;7
3804;2021;9;202;0;0;7
3804;2021;12;283;0;0;14
3804;2022;3;57;0;0;15
3804;2022;6;133;1;0;22
3804;2022;9;211;1;0;25
3804;2022;12;287;1;0;26
3804;2023;3;46;0;0;0
3804;2023;6;126;0;0;1
3804;2023;9;174;0;0;1
3804;2023;12;289;0;0;2
3804;2024;3;73;0;0;0
3804;2024;6;168;0;0;0
3804;2024;9;275;0;0;1
3804;2024;12;382;0;0;1
3804;2025;3;67;0;0;1
3804;2025;6;145;0;0;3
3804;2025;9;259;0;0;6
3804;2025;12;338;1;0;7
3804;2026;3;112;0;0;1
20497;2014;9;74;5;0;0
20497;2014;12;276;8;0;0
20497;2015;3;67;4;0;0
20497;2015;6;116;4;0;0
20497;2015;9;215;8;0;0
20497;2015;12;307;12;0;0
20497;2016;3;80;2;0;0
20497;2016;6;168;8;0;0
20497;2016;9;217;9;0;0
20497;2016;12;262;11;0;0
20497;2017;3;14;0;0;0
20497;2017;6;83;0;0;0
20497;2017;9;256;1;0;0
20497;2017;12;467;1;0;0
20497;2018;3;170;1;0;0
20497;2018;6;311;3;0;0
20497;2018;9;491;3;0;0
20497;2018;12;821;3;0;0
20497;2019;3;241;0;0;1
20497;2019;6;352;0;0;27
20497;2019;9;510;1;0;63
20497;2019;12;708;1;0;83
20497;2020;3;112;0;0;22
20497;2020;6;238;0;0;36
20497;2020;9;377;0;0;37
20497;2020;12;544;3;0;50
20497;2021;3;113;0;0;10
20497;2021;6;229;0;0;11
20497;2021;9;350;0;0;21
20497;2021;12;543;0;0;63
20497;2022;3;87;0;0;15
20497;2022;6;205;0;0;44
20497;2022;9;342;0;0;61
20497;2022;12;478;0;0;72
20497;2023;3;77;0;0;11
20497;2023;6;187;0;0;17
20497;2023;9;310;2;0;24
20497;2023;12;465;2;0;31
20497;2024;3;79;0;0;5
20497;2024;6;232;0;0;22
20497;2024;9;482;0;0;43
20497;2024;12;565;0;0;55
20497;2025;3;43;0;0;1
20497;2025;6;112;0;0;2
20497;2025;9;217;0;0;12
20497;2025;12;321;0;0;18
20497;2026;3;50;0;0;11
667;2014;9;0;0;0;0
667;2014;12;1;0;0;0
667;2015;3;0;0;0;0
667;2015;6;0;0;0;0
667;2015;9;2;0;0;0
667;2015;12;4;0;0;0
667;2016;3;5;1;0;0
667;2016;6;5;1;0;0
667;2016;9;5;1;0;0
667;2016;12;5;1;0;0
667;2017;3;0;0;0;0
667;2017;6;0;0;0;0
667;2017;9;0;0;0;0
667;2017;12;0;0;0;0
667;2018;3;0;0;0;0
667;2018;6;0;0;0;0
667;2018;9;0;0;0;0
667;2018;12;0;0;0;0
667;2019;3;0;0;0;0
667;2019;6;0;0;0;0
667;2019;9;0;0;0;0
667;2019;12;0;0;0;0
667;2020;3;0;0;0;0
667;2020;6;0;0;0;0
667;2020;9;0;0;0;0
667;2020;12;0;0;0;0
667;2021;3;0;0;0;0
667;2021;6;0;0;0;0
667;2021;9;0;0;0;0
667;2021;12;0;0;0;0
667;2022;3;0;0;0;0
667;2022;6;0;0;0;0
667;2022;9;0;0;0;0
667;2022;12;0;0;0;0
667;2023;3;0;0;0;0
667;2023;6;0;0;0;0
667;2023;9;0;0;0;0
667;2023;12;0;0;0;0
667;2024;9;0;0;0;0
667;2024;12;0;0;0;0
667;2025;3;0;0;0;0
667;2025;6;0;0;0;0
667;2025;9;0;0;0;0
667;2025;12;0;0;0;0
667;2026;3;0;0;0;0
35583;2015;12;0;0;0;0
35583;2016;3;0;0;0;0
35583;2016;6;29;2;0;0
35583;2016;9;137;3;0;0
35583;2016;12;229;7;0;0
35583;2017;3;17;0;0;0
35583;2017;6;38;0;0;0
35583;2017;9;46;0;0;0
35583;2017;12;57;0;0;0
35583;2018;3;2;0;0;0
35583;2018;6;2;0;0;0
35583;2018;9;5;0;0;0
35583;2018;12;7;0;0;0
35583;2019;3;1;0;0;0
35583;2019;6;4;0;0;1
35583;2019;9;4;0;0;1
35583;2019;12;4;0;0;1
35583;2020;3;0;0;0;0
35583;2020;6;2;0;0;1
35583;2020;9;2;0;0;1
35583;2020;12;2;0;0;1
35583;2021;3;0;0;0;0
35583;2021;6;0;0;0;0
35583;2021;9;0;0;0;0
35583;2021;12;0;0;0;0
35583;2022;3;0;0;0;0
35583;2022;6;0;0;0;0
35583;2022;9;0;0;0;0
35583;2022;12;0;0;0;0
35583;2023;3;0;0;0;0
35583;2023;6;0;0;0;0
35583;2023;9;0;0;0;0
35583;2023;12;0;0;0;0
35583;2024;3;0;0;0;0
35583;2024;6;0;0;0;0
35583;2024;9;17;0;0;0
35583;2024;12;22;0;0;0
35583;2025;3;7;0;0;1
35583;2025;6;12;0;0;1
35583;2025;9;13;0;0;1
35583;2025;12;13;0;0;1
35583;2026;3;3;0;0;0
36508;2016;3;0;0;0;0
36508;2016;6;0;0;0;0
36508;2016;9;0;0;0;0
36508;2016;12;0;0;0;0
36508;2017;3;1;0;0;0
36508;2017;6;4;0;0;0
36508;2017;9;6;0;0;0
36508;2017;12;14;0;0;0
36508;2018;3;0;0;0;0
36508;2018;6;0;0;0;0
36508;2018;9;0;0;0;0
36508;2018;12;0;0;0;0
36508;2019;3;0;0;0;0
36508;2019;6;0;0;0;0
36508;2019;9;0;0;0;0
36508;2019;12;0;0;0;0
36508;2020;3;0;0;0;0
36508;2020;6;0;0;0;0
36508;2020;9;0;0;0;0
36508;2020;12;0;0;0;0
36508;2021;3;0;0;0;0
36508;2021;6;0;0;0;0
36508;2021;9;0;0;0;0
36508;2021;12;0;0;0;0
36508;2022;3;0;0;0;0
36508;2022;6;0;0;0;0
36508;2022;12;0;0;0;0
36508;2023;3;0;0;0;0
36508;2023;6;0;0;0;0
36508;2023;9;0;0;0;0
36508;2023;12;0;0;0;0
36508;2024;3;0;0;0;0
36508;2024;6;0;0;0;0
36508;2024;9;0;0;0;0
36508;2024;12;0;0;0;0
36508;2025;3;0;0;0;0
36508;2025;6;0;0;0;0
36508;2025;9;0;0;0;0
36508;2025;12;0;0;0;0
36508;2026;3;0;0;0;0
1051;2014;9;0;0;0;0
1051;2014;12;0;0;0;0
1051;2015;3;0;0;0;0
1051;2015;6;0;0;0;0
1051;2015;9;0;0;0;0
1051;2015;12;0;0;0;0
1051;2016;3;0;0;0;0
1051;2016;6;0;0;0;0
1051;2016;9;0;0;0;0
1051;2016;12;0;0;0;0
1051;2017;3;0;0;0;0
1051;2017;6;0;0;0;0
1051;2017;9;0;0;0;0
1051;2017;12;0;0;0;0
1051;2018;3;0;0;0;0
1051;2018;6;0;0;0;0
1051;2018;9;0;0;0;0
1051;2018;12;0;0;0;0
1051;2019;3;0;0;0;0
1051;2019;6;0;0;0;0
1051;2019;9;0;0;0;0
1051;2019;12;0;0;0;0
1051;2020;3;0;0;0;0
1051;2020;6;0;0;0;0
1051;2020;9;0;0;0;0
1051;2020;12;0;0;0;0
1051;2021;3;0;0;0;0
1051;2021;6;0;0;0;0
1051;2021;9;0;0;0;0
1051;2021;12;0;0;0;0
1051;2022;3;0;0;0;0
1051;2022;6;0;0;0;0
1051;2022;12;0;0;0;0
1051;2023;3;0;0;0;0
1051;2023;6;0;0;0;0
1051;2023;9;0;0;0;0
1051;2023;12;0;0;0;0
1051;2024;3;0;0;0;0
1051;2024;6;0;0;0;0
1051;2024;9;0;0;0;0
1051;2024;12;0;0;0;0
1051;2025;3;0;0;0;0
1051;2025;6;0;0;0;0
1051;2025;9;0;0;0;0
1051;2025;12;0;0;0;0
1051;2026;3;0;0;0;0
1200;2014;9;12;1;0;0
1200;2014;12;12;1;0;0
1200;2015;3;0;0;0;0
1200;2015;6;0;0;0;0
1200;2015;9;0;0;0;0
1200;2015;12;0;0;0;0
1200;2016;3;0;0;0;0
1200;2016;6;9;1;0;0
1200;2016;9;21;1;0;0
1200;2016;12;37;2;0;0
1200;2017;3;6;0;0;0
1200;2017;6;23;0;0;0
1200;2017;9;31;0;0;0
1200;2017;12;41;0;0;0
1200;2018;3;16;0;0;0
1200;2018;6;22;0;0;0
1200;2018;9;22;0;0;0
1200;2018;12;22;0;0;0
1200;2019;3;0;0;0;0
1200;2019;6;0;0;0;0
1200;2019;9;0;0;0;0
1200;2019;12;0;0;0;0
1200;2020;3;0;0;0;0
1200;2020;6;0;0;0;0
1200;2020;9;0;0;0;0
1200;2020;12;0;0;0;0
1200;2021;3;0;0;0;0
1200;2021;6;0;0;0;0
1200;2021;9;0;0;0;0
1200;2021;12;0;0;0;0
1200;2022;3;3;0;0;0
1200;2022;6;7;0;1;0
1200;2022;9;16;0;0;0
1200;2022;12;25;0;0;0
1200;2023;3;8;0;0;0
1200;2023;6;8;0;0;0
1200;2023;9;14;0;0;0
1200;2023;12;21;0;0;0
1200;2024;3;3;0;0;0
1200;2024;6;9;0;0;0
1200;2024;9;18;0;0;0
1200;2024;12;22;0;0;0
1200;2025;3;0;0;0;0
1200;2025;6;0;0;0;0
1200;2025;9;0;0;0;0
1200;2025;12;0;0;0;0
1200;2026;3;0;0;0;0
20837;2014;9;154;3;0;0
20837;2014;12;213;4;0;0
20837;2015;3;26;0;0;0
20837;2015;6;51;2;0;0
20837;2015;9;95;2;0;0
20837;2015;12;136;7;0;0
20837;2016;3;20;0;0;0
20837;2016;6;48;2;0;0
20837;2016;9;85;2;0;0
20837;2016;12;142;2;0;0
20837;2017;3;27;0;0;0
20837;2017;6;54;0;0;0
20837;2017;9;90;0;0;0
20837;2017;12;117;0;0;0
20837;2018;3;8;0;0;0
20837;2018;6;59;0;0;0
20837;2018;9;183;0;0;0
20837;2018;12;918;0;0;0
20837;2019;3;152;0;0;1
20837;2019;6;199;0;0;4
20837;2019;9;273;0;0;26
20837;2019;12;306;0;0;28
20837;2020;3;30;0;0;10
20837;2020;6;118;0;0;16
20837;2020;9;176;0;0;29
20837;2020;12;284;0;0;52
20837;2021;3;153;0;0;20
20837;2021;6;196;0;0;27
20837;2021;9;263;1;0;37
20837;2021;12;307;1;0;59
20837;2022;3;60;0;0;25
20837;2022;6;133;0;0;56
20837;2022;9;205;0;0;68
20837;2022;12;250;0;0;75
20837;2023;3;29;0;0;2
20837;2023;6;70;0;0;5
20837;2023;9;104;0;0;5
20837;2023;12;139;0;0;5
20837;2024;3;25;0;0;0
20837;2024;6;96;0;0;1
20837;2024;9;215;0;0;4
20837;2024;12;299;0;0;5
20837;2025;3;59;0;0;0
20837;2025;6;112;0;0;1
20837;2025;9;149;0;0;4
20837;2025;12;176;0;0;6
20837;2026;3;35;0;0;0
41130;2025;12;1;0;0;0
41130;2026;3;0;0;0;0
